BLOCK_SIZE = 1
Symmetric Diagonal
      1024	         0	  0.240549	  0.188074
      2048	         0	  0.968097	   0.76739
      4096	         0	    3.8763	   3.06145
      8192	         0	   15.4901	   12.4674
Asymmetric off-diagonal
         1	         0	     1e-06	     2e-06
         2	         0	     2e-06	     1e-06
         4	         0	     4e-06	     3e-06
         8	         0	   1.3e-05	   1.2e-05
        16	         0	   5.1e-05	   4.3e-05
        32	         0	  0.000201	  0.000174
        64	         0	  0.000801	  0.000692
       128	         0	  0.003195	  0.002766
       256	         0	  0.012801	  0.011079
       512	         0	  0.052402	  0.044238
      1024	         0	  0.204537	  0.177042
      2048	         0	  0.821305	   0.70798
      4096	         0	    3.2863	   2.83479
      8192	         0	   13.1552	   11.4227
